word,definition,language,link,source
pan,(Sp. pan) Bread. (see tinápay).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pan/,PinoyDictionary-Hiligaynon
pan,"A prefix denoting plurality. It indicates:- 1.) an often repeated action, or an action done by way of trade or profession, e.g. Ang pamalígyà kag pamakál (pan, balígyà; pan, bakál)-Buying and selling.  2.) the way, manner, form, shape, of what the root implies, e.g. Matáas siá sing pamáa (pan, páa)-He is long-legged. Maláin ang íya pamábà (pan, bábà)-He uses bad language. His mouth is vile.  3.) the looking for, or gathering of, what the root implies, e.g. pangáhoy (pan, káhoy)-to gather wood; pangítà (pan, kítà)-to seek.  Note. In the above examples pan-has changed into pam-and pang-, the n of pan-being influenced by the initial letter of the root.  Before r no change is made, e.g. panrára.  Before d, n, s, t, the n of pan-remains unchanged, but the first letter of the root is dropped, e.g. panalók (pan, dalók); panúsnus (pan, núsnus); panabát (pan, sabát); panúluk (pan, túluk).  Before b, f, m, p, the n of pan-is changed to m, and the first letter of the root is dropped, e.g. pamáklay, (pan, báklay); pamuérsa (pan, fuérsa); pamúkmuk (pan, múkmuk); pamígos (pan, pígos).  Before k and the vowels pang-is written, and the k is dropped, e.g. pangúlbà (pan, kúlbà); pangáway (pan, áway); panginúm (pan, inúm); pangólhot (pan, ólhot); pangúrut (pan, úrut).  Before g, h, l, w, y either pan-or pang is written, e.g. pangábut or panggábut (gábut); panhálad or panghálad (halad); panlángbas or panglángbas (lángbas); panwárik or pangwárik (wárik); panyáwyaw or pangyáwyaw (yáwyaw).  For the composite forms nagpan-, magapan-, magpan-the shortened forms nan-, nang-, nang-, nam-, man-, mang-, mang-, mam-, are mostly used, the choice depending on the tense and the first letter of the root, e.g. Nagpanglakát na silá-or-nanglakát na silá. They have gone.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pan/,PinoyDictionary-Hiligaynon
pán-an,"From paón-to bait, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pan-an/,PinoyDictionary-Hiligaynon
pán-os,"Rotten, tainted, bad, contaminated, spoilt, putrid, said especially of foodstuffs; to rot, go bad, get spoilt, etc. Nagpán-os ang kárne. The meat was tainted. Napan-osán kamí sang ísdà kag tungúd sinâ walâ kamí sing súd-an sa panihápon námon. Our fish went bad and consequently we had no side-dish for our supper. (see bángog, bagéu, báng-aw, pángos, lúb-uk, hurô).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pan-os/,PinoyDictionary-Hiligaynon
panâ,"Bow; bow and arrow; arrow, dart.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pana/,PinoyDictionary-Hiligaynon
panáad,"Freq. of sáad. To make a solemn promise, vow, especially to make a vow to God or in honour of the Saints; a vow, solemn promise. May panáad siá. He is under a vow. He has a vow. He has-vowed,-made a vow,-taken a vow. Anó man ang ginpanáad mo? What did you vow or promise solemnly? Ginpanaádan (-aáran) níya ang Diós sang íya pagkaúlay. She vowed to God her virginity. Tumána ang ímo pinanáad. Fulfil your vow. Perform what you have vowed. Keep your promise. Keep-, make good-, your vow (word).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panaad/,PinoyDictionary-Hiligaynon
panáb-it,"Freq. of sáb-it-to hang on a peg, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panab-it/,PinoyDictionary-Hiligaynon
panáb-ut,"Freq. of dáb-ut-to reach, etc. (see panáwhat, pangáb-ot).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panab-ut/,PinoyDictionary-Hiligaynon
panábà,"Freq. of tábà-to buy land, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panaba/,PinoyDictionary-Hiligaynon
panábad,"Freq. of tábad. To go to or assist at a banquet, take part in a social reunion where food and drink are served.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabad/,PinoyDictionary-Hiligaynon
panabakô,"Freq. of tabakô-to smoke a cigar, a pipe, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabako/,PinoyDictionary-Hiligaynon
panábang,"Assistance, help, succour; help, assist. (see tábang).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabang/,PinoyDictionary-Hiligaynon
panábas,"Freq. of tábas-to cut clothes. To be a tailor, dressmaker, seamstress; the style-, way-, method-, of cutting cloth.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabas/,PinoyDictionary-Hiligaynon
panabát,Freq. of sabát-to answer. Mode or way of answering. Ang íya panabát kúlang sing katahurán. His way of answering was wanting in respect.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabat/,PinoyDictionary-Hiligaynon
panábaw,"Freq. and Caus. of nábaw-to be or become shallow, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabaw/,PinoyDictionary-Hiligaynon
panabáy-sábay,"Hugging, dancing; to hug, dance; to jostle, hustle, elbow, rub elbows. (see sábay).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabay-sabay/,PinoyDictionary-Hiligaynon
panábid,"Freq. of tábid-to hang (be tied) together, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabid/,PinoyDictionary-Hiligaynon
panabíd,"Freq. of tabíd-to tie (fasten) together, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabid/,PinoyDictionary-Hiligaynon
panábtab,"Freq. of tábtab-to cut through, sever, separate by cutting.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabtab/,PinoyDictionary-Hiligaynon
panabúd,"Freq. of sabúd-to twist round, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabud/,PinoyDictionary-Hiligaynon
panabúdlon,"(B) To ascend-, go up-, climb-, scale-, mount-, a hill, etc. (see tokád, táklad).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabudlon/,PinoyDictionary-Hiligaynon
panábug,Freq. of tábug-to drive away. (see pamarág).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabug/,PinoyDictionary-Hiligaynon
panabúlod,See panabúdlon id.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabulod/,PinoyDictionary-Hiligaynon
panabút,Freq. of sabút.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panabut/,PinoyDictionary-Hiligaynon
panád-an,"From panará-to begin weaving, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panad-an/,PinoyDictionary-Hiligaynon
panáda,"(Sp. empanada, panada) Meat-pie, a dish of mixed meat, bread or flour and vegetables; panáda.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panada/,PinoyDictionary-Hiligaynon
panadéro,(Sp. panadero) Baker.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panadero/,PinoyDictionary-Hiligaynon
panádlong,"Freq. of tádlong-to be straight, to straighten.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panadlong/,PinoyDictionary-Hiligaynon
panag,"A prefix occasionally used for pan-, pang-, e.g. panaglikáw-panglikáw; panaglagás-panglagás, etc. Nanag-, manag- (nang-, mang-) are used instead of nagpanag-, magapanag-, magpanag-.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panag/,PinoyDictionary-Hiligaynon
panág-on,"From panaúg, the Freq. of daúg-to overcome, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panag-on/,PinoyDictionary-Hiligaynon
panág-on,"Time, period, season. (see dág-on).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panag-on/,PinoyDictionary-Hiligaynon
panagádsad,"To beware, be careful, be wary, take care, be cautious, be on one's guard, consider well, think twice over, mind. Managádsad ka sing maáyo, agúd nga dílì ka makatíplang sa maláin. Be careful, lest you should stumble into (not to be surprised into doing) something bad. (sagádsad).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagadsad/,PinoyDictionary-Hiligaynon
panagámsam,Freq. of sagámsam-to try the taste of; to experience.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagamsam/,PinoyDictionary-Hiligaynon
panagámtam,See panagámsam. (tagámtam-sagámsam).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagamtam/,PinoyDictionary-Hiligaynon
panagáng,"Freq. of sagáng-to prevent, hinder, avert a blow, forestall, ward off, parry (a blow).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagang/,PinoyDictionary-Hiligaynon
panágap,"Freq. of ságap-to look for, seek. (see pangítà).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagap/,PinoyDictionary-Hiligaynon
panagápà,"To walk about-, grope one's way-, in the dark. (see panúgapà, pangápkap).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagapa/,PinoyDictionary-Hiligaynon
panágas,"Freq. of dágas-to pick, gather, pluck (with pole and hook), etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagas/,PinoyDictionary-Hiligaynon
panágat,"Freq. of dágat. To fish in the sea; to fish out, fish for, find out, discover (the truth, secret, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagat/,PinoyDictionary-Hiligaynon
panagatán,"A fishing boat used on the sea, etc. See palanagatán.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagatan/,PinoyDictionary-Hiligaynon
panagátsat,"Freq. of sagátsat-to talk-, answer-back, give a sharp or thoughtless answer, retort. (see sátsat, panátsat).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagatsat/,PinoyDictionary-Hiligaynon
panagáwsaw,"Freq. of sagáwsaw-to dip in, step into mud, etc. (see sáwsaw, panáwsaw).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagawsaw/,PinoyDictionary-Hiligaynon
panagbaláy,"To say ""tagbaláy!"", to ask permission to enter a house, or the like.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagbalay/,PinoyDictionary-Hiligaynon
panágda,"Freq. of ságda-to invite to partake of a meal or of refreshments, offer food and drink to visitors. (see ágda, pangágda).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagda/,PinoyDictionary-Hiligaynon
panághap,"Freq. of sághap-to seek, look or search for, try to find. Panaghápa nínyo ang mga manók nga nadúlà. Look for the lost chickens. Ginpanághap níla ang síngsing, ápang walâ nílà makítà. They searched for the ring, but could not find it. (see panágap, pangítà).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panaghap/,PinoyDictionary-Hiligaynon
panághap,"Freq. of tághap-to be afraid, shy, timid; to be apprehensive of danger, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panaghap/,PinoyDictionary-Hiligaynon
panághoy,"To sigh, moan, chirp, sough, rustle, murmur (of the wind, of leaves, of flowing water, etc); Also noun: sigh, etc. Nagapanághoy ang mga dáhon sa huyúp sang hánggin. The leaves are rustling in the wind. Ang panághoy (pagpanághoy) sang hángin. The soughing of the wind. (see lághuy, sághoy, tághoy).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panaghoy/,PinoyDictionary-Hiligaynon
panaghóyon,"A sigh, moan, rustling, murmur; to sigh, sough, etc. See panághoy, tághoy.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panaghoyon/,PinoyDictionary-Hiligaynon
panagibúut,"Good breeding, civility, politeness, willingness, obligingness, docility, good will, discretion, readiness to comply, disposition to do or behave (as told); to have (show) good manners, be well bred, well educated, or the like. Magpanagibúut ka. Behave. Be amenable. Ang íya nga panagibúut kag kalolô nagapakilála sang maáyo níya nga tagiposóon. His willingness and kindness are evidence of his good heart. (see buút, pagkabút-ánan).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagibuut/,PinoyDictionary-Hiligaynon
panagídsid,"Freq. of sagídsid-to emit a loud, shrill sound, to hiss.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagidsid/,PinoyDictionary-Hiligaynon
panagíl-om,"To darken, get dark, gloomy, cloudy. Nagapanagíl-om ang kalibútan. The sky is darkening. (see sagíl-om, pangilóm, pangitúm).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagil-om/,PinoyDictionary-Hiligaynon
panagíl-ot,"To press or squeeze in, thread one's way, force a way through, make a passage through a crowd of people, etc. Nanagíl-ot-or-nagpanagíl-ot gid kamí sa madámù nga mga táo. With a great effort we pushed (We managed to push) our way through the crowd of people. (see lótlot, sál-ot, dúkduk).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagil-ot/,PinoyDictionary-Hiligaynon
panagílò,"To glean, gather rice, wheat, etc. left after a harvest, or the like. (see panálà, pamíngkong, panígput).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagilo/,PinoyDictionary-Hiligaynon
panagín-up,"To dream, have visions, imagine, know by inspiration. Ginapanagín-up níya inâ. He knows it intuitively, by inspiration. He dreams or imagines such things. (see dámgo, hunâhúnà, lágpat).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagin-up/,PinoyDictionary-Hiligaynon
panagíngting,"Freq. of tagíngting-to be hot, white (of heat).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagingting/,PinoyDictionary-Hiligaynon
panaginsáwà,"To complain of ingratitude, of disrespectful treatment, or the like, particularly to others behind the back of the alleged offender.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panaginsawa/,PinoyDictionary-Hiligaynon
panagíp-ol,"To be envious, grudge another a distinction or preference, feel a little jealous. Si Hosé nagapanagíp-ol kay Pédro. José is a little jealous of Pédro. Tungúd kay ginapalánggà ni Tíyò Pédro si María, nagapanagíp-ol kay María si Luísa. Because Maria is Uncle Pedro's favourite, she is the object of Louisa's jealousy. (see pangímon, ímon).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagip-ol/,PinoyDictionary-Hiligaynon
panagiposóon,"Condition or quality of one's heart, aspiration, intention, desire, etc. Matínlò siá sing panagiposóon. He is clean of heart. Dirí siní makítà ang katín-aw sing panagiposóon ni Fuláno. From this may be inferred the honesty (openness, frankness) of N.N.'s intention (purpose). (see tagiposóon).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagiposoon/,PinoyDictionary-Hiligaynon
panágit,"Freq. of dágit-to swoop down-, pounce-, upon, as a bird of prey.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagit/,PinoyDictionary-Hiligaynon
panagítlon,To make an effort to swallow as one with a sore throat. Panagitlóna gid ang diótay nga kán-on. Make an effort to swallow a little rice. (see tulún).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagitlon/,PinoyDictionary-Hiligaynon
panagítsit,"To hush; to hiss, hist (in order to attract (draw) attention). (see sítsit, sagítsit, panítsit).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagitsit/,PinoyDictionary-Hiligaynon
"panagíya, panag-íya","To own, acquire, obtain, be or become the owner (possessor) of. (see tag-íya).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagiya-panag-iya/,PinoyDictionary-Hiligaynon
panágmut,"To bite one's lips (and look fierce, look daggers), to clench the teeth, close-, shut-, the mouth. Nagpanágmut (nanágmut) siá sa ákon. Pinanagmután akó níya. He bit his lips and scowled at me. He looked daggers at me.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagmut/,PinoyDictionary-Hiligaynon
panágnà,"Freq. of tágnà-to predict, foretell, prophesy; portend.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagna/,PinoyDictionary-Hiligaynon
panágò,"Freq. of tágò. To hide, conceal, abscond, hide oneself. Daw haló ikáw nga nagapanágò sang úlo kag nagapagitíb (or nagapamurâ) sang íkog. You are like an iguana that hides its head and shows its tail. Nanágò silá. They hid themselves. Amó iní ang pinanagóan-or-panagóan sang mga buyóng. This was the robbers' hiding place.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panago/,PinoyDictionary-Hiligaynon
panagódtod,"To carry on the back or on the shoulder; to shoulder a burden or responsibility; to work hard, drudge. (see tagódtod).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagodtod/,PinoyDictionary-Hiligaynon
panagónton,"To extend, spread all over, diffuse itself over, penetrate. Nagapanagónton ang kasakít sang íya hubág sa búg-os níya nga láwas. Ang búg-os níya nga láwas ginapanagontonán sang kasakít sang íya hubág. The pain of his boil is spreading all over his body. (see tagúntun, panagúntun id.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagonton/,PinoyDictionary-Hiligaynon
panagosílang,"To use (wear) spectacles, wear glasses. (see tagosílang, pamusílang).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagosilang/,PinoyDictionary-Hiligaynon
panagósò,"Freq. of dagósò-to crowd, etc. Often used sarcastically in the meaning of: not to go to large assemblies of people, not to mingle in large crowds. Panagósò ka dídto. Don't go there where there are such crowds of people.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagoso/,PinoyDictionary-Hiligaynon
panagótsot,"To say ""tut, tut"", ""tush"", ""pshaw"", pish! bah! rot! rats!, or the like in disapproval, irritation or worry; to refuse, decline, disapprove. Indì mo pagpanagotsotán ang ákon nga ginhámbal, kóndì ipaháyag mo sing maáthag ang ímo panghunâhúnà. Don't say ""tush"" in answer to what I have told you, but state clearly what you think about it.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagotsot/,PinoyDictionary-Hiligaynon
panágsà,"Freq. of dágsà-to drift, etc. Madámù nga mga sakayán ang pinanágsà sa baybáyon sang mabáskug nga hángin. Many vessels were drifted (driven) ashore by the violent storm.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/panagsa/,PinoyDictionary-Hiligaynon
