word,POS symbol,POS word,meaning,sentiment score,sentiment
píyung,VB,verb,"to shut, to close the eye.",0.0,Neutral
pi’áng,JJ,adjective,"lame, cripple.",-0.421,Negative
pi’áng,VB,verb,"to become lame, to become crippled, to limp.",-0.421,Negative
pí’pi’,VB,verb,to pat with the hand.,0.494,Positive
pí’ud,VB,verb,to fold.,0.0,Neutral
pí’ut,JJ,adjective,"tight, crowded.",0.0,Neutral
pí’ut,VB,verb,"to become tight, to breathe with difficulty.",-0.34,Negative
pláka,NN,noun,phonograph record.,0.0,Neutral
planéta,NN,noun,planet.,0.0,Neutral
plántsa,NN,noun,dry iron.,0.0,Neutral
plántsa,VB,verb,to iron with a dry iron.,0.0,Neutral
plánu,NN,noun,plan.,0.0,Neutral
plánu,VB,verb,to plan.,0.0,Neutral
plása,NN,noun,"park, plaza.",0.0,Neutral
pláster,NN,noun,"plaster, band aid.",0.0,Neutral
platéro,NN,noun,goldsmith.,0.0,Neutral
platíto,NN,noun,saucer.,0.0,Neutral
pláto,NN,noun,"dinner plate, dish.",0.0,Neutral
pléte,NN,noun,"fare, ticket for a plane or boat or bus ride.",0.0,Neutral
plúma,NN,noun,fountain pen.,0.0,Neutral
pluméru,NN,noun,feather duster.,0.0,Neutral
pobre,JJ,adjective,"poor; impoverished
synonym: mahidap
antonym: mayaman
pobre sana kami.we're just poor",-0.735,Negative
pobre,NN,noun,"poor; impoverished
synonym: mahidap
antonym: mayaman
pobre sana kami.we're just poor",-0.735,Negative
póbre,JJ,adjective,"poor, humble, unpretentious.",-0.477,Negative
póbre,NN,noun,poverty.,-0.511,Negative
polbora,NN,noun,"gunpowder
synonym: ubat",0.0,Neutral
pomáda,NN,noun,"pomade, men’s hair dressing.",0.0,Neutral
porsyénto,NN,noun,"percentage, interest.",0.459,Positive
póste,NN,noun,"post, column.",0.0,Neutral
postúŕa,JJ,adjective,"dressed up, elegant, smartly dressed.",0.681,Positive
posturyóso,JJ,adjective,"chic, dressy, elegantly dressed.",0.612,Positive
pototanon,JJ,adjective,resident or inhabitant of pototan,0.0,Neutral
pototanon,NN,noun,resident or inhabitant of pototan,0.0,Neutral
premyo,NN,noun,alternative form of premiyo,0.0,Neutral
prémyo,NN,noun,"prize, reward.",0.791,Positive
prénda,VB,verb,to pawn.,0.0,Neutral
préno,NN,noun,"brake of a vehicle, stop.",-0.296,Negative
préno,VB,verb,"to put on the brakes, to stop.",-0.296,Negative
presentár,VB,verb,"to present oneself, to introduce, to give as a gift.",0.44,Positive
presidénte,NN,noun,president.,0.0,Neutral
présyo,NN,noun,"price, cost price, selling price, cost.",0.0,Neutral
pribádo,JJ,adjective,private.,0.0,Neutral
pribilíhiyu,NN,noun,privilege.,0.361,Positive
primabéra,NN,noun,spring.,0.0,Neutral
primo,NN,noun,(music) the principal part of a duet.,0.0,Neutral
prímo,NN,noun,cousin.,0.0,Neutral
prinsipál,NN,noun,school principal.,0.0,Neutral
príso,NN,noun,prisoner.;  prison.,-0.778,Negative
príso,VB,verb,"to put in prison, to imprison.",-0.511,Negative
príto,JJ,adjective,fried.,0.0,Neutral
príto,VB,verb,"to fry, to cook in oil.",0.0,Neutral
probár,VB,verb,"to prove, to give proofs.",0.0,Neutral
probinsya,NN,noun,alternative spelling of probinsiya,0.0,Neutral
probínsya,NN,noun,"province, state, political division.",0.0,Neutral
probléma,NN,noun,problem.,-0.402,Negative
prográma,NN,noun,program.,0.0,Neutral
propesór,NN,noun,professor.,0.0,Neutral
propeta,NN,noun,prophet,0.0,Neutral
protésta,NN,noun,"protest, complain.",-0.542,Negative
protésta,VB,verb,"to complain, to protest.",-0.542,Negative
prupíta,NN,noun,prophet.,0.0,Neutral
prútas,NN,noun,fruit.,0.0,Neutral
pruwéba,NN,noun,"proof, evidence.",0.0,Neutral
públiku,NN,noun,public.,0.0,Neutral
púdag,VB,verb,to stamp the feet in anger.,-0.572,Negative
púgad,NN,noun,nest.,0.0,Neutral
púga’,VB,verb,to squeeze so as to extract liquid.,0.0,Neutral
pugún,NN,noun,"stove, native oven made of clay.",0.0,Neutral
pugúng,VB,verb,"to repress, to stop, to control.",-0.557,Negative
púgut,VB,verb,"to cut off the head, to behead.",-0.273,Negative
púhag,VB,verb,"to break open, to release the gate, to disturb one’s peace.",0.202,Positive
púhun,VB,verb,"to conspire, to plot.",0.0,Neutral
puká,VB,verb,"to stay up late at night, to have a late night.",0.0,Neutral
púkan,VB,verb,to cut a tree down.,-0.273,Negative
pukatúd,NN,noun,elevation.,0.0,Neutral
púkaw,VB,verb,"to rouse, to waken.",0.0,Neutral
púkpuk,VB,verb,"to beat, to hammer down, to hit on the head.",0.0,Neutral
púksi’,VB,verb,"to pick flowers, to tear off.",0.0,Neutral
pulá,JJ,adjective,"red, crimson.",0.0,Neutral
pulá,VB,verb,"to color with red, to turn red, to blush.",0.0,Neutral
púlak,VB,verb,"to fall off the tree or plant, to wither and fall.",0.0,Neutral
puláw,VB,verb,"to stay awake so as to watch, to have a late night.",0.0,Neutral
púlbura,NN,noun,gun powder.,-0.34,Negative
púlbus,NN,noun,"powder, face powder, dusting powder.",0.0,Neutral
pulgáda,NN,noun,inch.,0.0,Neutral
púli,VB,verb,"to take sides in a fight, to ally with.",-0.382,Negative
púling,VB,verb,to have a foreign object in the eye.,0.0,Neutral
pulís,NN,noun,"policeman, cop.",0.0,Neutral
púlpug,VB,verb,to drive or mash with a hammer.,0.0,Neutral
pulséras,NN,noun,bracelet.,0.0,Neutral
púlsu,NN,noun,pulse.,0.0,Neutral
pulu,NN,noun,"a silky material obtained from the fibres of cibotium glaucum, a tree fern of hawaii.",0.0,Neutral
púlu,NN,noun,handle of a knife.,0.0,Neutral
púlung,NN,noun,"message, word, advice.",0.0,Neutral
púlung,VB,verb,"to express oneself, to give a speech, to give an advice.",0.0,Neutral
pulús,NN,noun,"usefulness, profit, advantage, benefit.",0.844,Positive
pulut,JJ,adjective,nominative plural of pulu,0.0,Neutral
pulut,VB,verb,nominative plural of pulu,0.0,Neutral
púlut,VB,verb,to pick up from the ground.,0.0,Neutral
púlu’,NN,noun,island.,0.0,Neutral
púlu’,CD,numeral,variant of napúlu’.,0.0,Neutral
pumpyáng,NN,noun,cymbal.,0.0,Neutral
púnaw,VB,verb,"to faint, to feel dizzy.",-0.226,Negative
púna’,NN,noun,net.,0.0,Neutral
púna’,VB,verb,"to trap in a net, to weave a net.",-0.318,Negative
púnda,NN,noun,pillow case.,0.0,Neutral
pungá,JJ,adjective,nasal manner of speech.,0.0,Neutral
púnggud,NN,noun,"pimple, blemish.",0.0,Neutral
púnggul,VB,verb,"to cut off from the plant, to prune.",-0.273,Negative
pungko,VB,verb,"to squat; to crouch
synonyms: gak-ang, iskwat, puk-ong, tuk-ong, tungko",0.0,Neutral
pungku’,VB,verb,to sit down.,0.0,Neutral
púngpung,NN,noun,"bundle, bunch, bouquet of flowers.",0.0,Neutral
púngpung,VB,verb,"to bundle, to tie into a bundle.",0.0,Neutral
púngsud,NN,noun,"country, nation, community.",0.0,Neutral
puní,NN,noun,decoration.,0.0,Neutral
puní,VB,verb,"to decorate, to deck.",0.0,Neutral
punoan,NN,noun,"base, foot (of trees)",0.0,Neutral
punse,NN,noun,a mixed alcoholic drink,0.0,Neutral
púnta,NN,noun,"tip, edge, end.",0.0,Neutral
púntus,NN,noun,"score, point.",0.0,Neutral
púnung,NN,noun,fishpond.,0.0,Neutral
punú’,JJ,adjective,full to capacity.,0.0,Neutral
punú’,VB,verb,to fill to capacity.,0.0,Neutral
púnu’,NN,noun,"tree trunk, leader, chief.",0.0,Neutral
punú’an,NN,noun,"beginning, start, authority, leader.",0.077,Positive
púnyus,NN,noun,"wrist, cuff.",0.0,Neutral
puok,NN,noun,too short,0.0,Neutral
puol,NN,noun,"monotonous; tedious, repetitious or lacking in variety",0.0,Neutral
púrma,NN,noun,"form, shape.",0.0,Neutral
púru,RB,adverb,"purely, all.",0.0,Neutral
púrung,NN,noun,"crown, veil, head cover.",0.0,Neutral
púsad,VB,verb,"to pace up and down angrily, to stamp the feet in anger.",-0.758,Negative
pusá’,VB,verb,"to break, to crack.",0.0,Neutral
púsdak,VB,verb,"to throw down, to drop with considerable force.",-0.273,Negative
púsnga,NN,noun,"snort, pant.",0.0,Neutral
púsnga,VB,verb,"to breathe through the nostrils, to snort.",0.0,Neutral
puspurú,NN,noun,"match, match stick.",0.0,Neutral
pústa’,NN,noun,"stake, bet.",0.0,Neutral
pústa’,VB,verb,"to bet, to put up as stake.",0.0,Neutral
púsud,NN,noun,"navel, belly button.",0.0,Neutral
púsu’,NN,noun,"heart, banana flower.",0.637,Positive
púswit,VB,verb,"to burst through a small opening with force, especially of liquids.",0.0,Neutral
pús’ang,VB,verb,"to throw down on the floor, to put down with a bang.",0.0,Neutral
pús’un,NN,noun,abdomen.,0.0,Neutral
putí’,JJ,adjective,"white, fair in complexion.;  white.",0.318,Positive
pútul,VB,verb,"to sever, to cut off.",-0.273,Negative
pútul,JJ,adjective,"severed, cut, broken off.",-0.772,Negative
putús,NN,noun,"wrapper, cover.",0.0,Neutral
putús,VB,verb,"to wrap, to tie into a package, to pack.",0.0,Neutral
putút,JJ,adjective,"of people, short.",0.0,Neutral
putyúkan,NN,noun,beehive.,0.0,Neutral
puyú,NN,noun,"mudfish, freshwater fish.",0.0,Neutral
púyu,NN,noun,"cloth sack, cloth bag with a drawstring.",0.0,Neutral
púyus,VB,verb,"to bind, to wrap up.",0.0,Neutral
puyú’,VB,verb,"to live, to dwell, to reside.",0.128,Positive
pú’as,VB,verb,"to calm, to ease, to become less strong.",0.779,Positive
pu’ása,NN,noun,fasting.,0.0,Neutral
pu’ása,VB,verb,"to fast, to abstain from eating regular meals for penance.",0.0,Neutral
pú’pu’,VB,verb,"to pluck from the plant or tree, to pick, to harvest.",0.0,Neutral
pu’úd,NN,noun,"country, nation.",0.0,Neutral
pu’úk,NN,noun,place.,0.0,Neutral
pu’út,VB,verb,"to lie for ambush, to hide, to conceal.",-0.178,Negative
pwéde,RB,adverb,"all right, can be, its possible, certainly, yes.",0.625,Positive
pwérta,NN,noun,"door, gate.",0.0,Neutral
pwertáhan,NN,noun,door.,0.0,Neutral
pyáno,NN,noun,piano.,0.0,Neutral
pyánsa,NN,noun,"bond, bail money.",0.0,Neutral
pyánsa,VB,verb,"to set bail, to bail out, to put a bond.",0.0,Neutral
pyé,NN,noun,one foot measure.,0.0,Neutral
pyérde,VB,verb,"to be defeated, to lose, to give up.",-0.7,Negative
pyésas,NN,noun,spare parts.,0.0,Neutral
pyésta,NN,noun,"fiesta, religious feast of a patron saint which is celebrated with pomp and carnivalistic tradition.",0.778,Positive
ra-ing,NN,noun,"dirty, grimy, soiled. sullied",-0.691,Negative
rabanús,NN,noun,radish.,0.0,Neutral
rábrab,VB,verb,"to tear off, to rip.",0.0,Neutral
rádyo,NN,noun,radio.,0.0,Neutral
rámas,VB,verb,"to rub, to scrape off.",0.0,Neutral
ramay,NN,noun,rice,0.0,Neutral
rami,JJ,adjective,plural of ramus,0.0,Neutral
ramig,JJ,adjective,cold,0.0,Neutral
rántsu,NN,noun,ranch.,0.0,Neutral
rason,NN,noun,"reason; excuse
synonym: dahilan",0.077,Positive
rásras,VB,verb,"to slash, of clothing, to slit or to take out the stitching.",-0.273,Negative
ráyna,NN,noun,"queen, empress.",0.0,Neutral
rebólber,NN,noun,"gun, revolver.",-0.34,Negative
regálo,NN,noun,"gift, present.",0.44,Positive
regálo,VB,verb,to give a present.,0.0,Neutral
reklámo,NN,noun,"complaint, discontent.",-0.296,Negative
reklámo,VB,verb,to complain.,-0.361,Negative
relihion,NN,noun,religion,0.0,Neutral
reló,NN,noun,"time piece, wrist watch.",0.0,Neutral
relyéno,NN,noun,stuffed chicken or fish.,0.0,Neutral
rénda,NN,noun,bridle.,0.0,Neutral
rénta,NN,noun,rent.,0.0,Neutral
rénta,VB,verb,"to rent, to hire.",0.0,Neutral
repólyo,NN,noun,cabbage.,0.0,Neutral
representánte,NN,noun,"representative, congressman.",0.0,Neutral
reputasyon,NN,noun,reputation.,0.0,Neutral
resíbo,NN,noun,receipt.,0.0,Neutral
resíta,NN,noun,prescription of a doctor.,0.0,Neutral
resúlta,NN,noun,"result, conclusion.",0.0,Neutral
retobádo,JJ,adjective,"naughty, impish.",0.0,Neutral
retráto,NN,noun,"picture, snapshot.",0.0,Neutral
réyna,NN,noun,queen.,0.0,Neutral
rikádo,NN,noun,"seasoning, spice.",0.0,Neutral
rílis,NN,noun,"train rail, railroad tracks.",0.0,Neutral
rimís,JJ,adjective,"delicious, tasty.",0.572,Positive
rípa,NN,noun,"raffle, lottery.",0.0,Neutral
ritásu,NN,noun,remnant.,0.0,Neutral
románsa,NN,noun,romance.,0.557,Positive
rósa,JJ,adjective,pink.,0.0,Neutral
rosál,NN,noun,gardenia.,0.0,Neutral
rósas,NN,noun,rose flower.,0.0,Neutral
rúmpag,VB,verb,"to destroy, to ruin, to take apart.",-0.807,Negative
rúsdak,VB,verb,"to collapse, to fall over.",-0.494,Negative
rwéda,NN,noun,wheel.,0.0,Neutral
sa,RB,adverb,"by, on, at, in, relational particle.",0.0,Neutral
sábad,JJ,adjective,"noisy, troublesome.",-0.612,Negative
sabado,NN,noun,saturday,0.0,Neutral
sabadó,NN,noun,saturday.,0.0,Neutral
sabak,NN,noun,alternative form of sabat,0.0,Neutral
sabak,VB,verb,alternative form of sabat,0.0,Neutral
sábak,NN,noun,lap.,0.0,Neutral
sábak,VB,verb,to sit on the lap.,0.0,Neutral
sabat,NN,noun,"(architecture) a roofing structure with the street beneath it in mediterranean and middle eastern architecture, serving to support buildings or to cool pedestrians by maximizing daytime shade and accelerating breezes.",0.612,Positive
sabát,NN,noun,"response, answer.",0.0,Neutral
sabát,VB,verb,"to respond, to answer.",0.0,Neutral
sabáw,NN,noun,"broth, soup.",0.0,Neutral
sába’,VB,verb,"to beat double time, to beat violently.",-0.586,Negative
sabila,NN,noun,aloe,0.0,Neutral
sáblag,VB,verb,"to compromise, to meet half way.",0.0,Neutral
sablay,VB,verb,"hanging of clothes
synonyms: halayhay, balaybay",0.0,Neutral
sáblay,VB,verb,to hang clothes or cloth.,0.0,Neutral
sablayan,NN,noun,"clothesline
synonyms: halayhayan, balaybayan",0.0,Neutral
sáblig,VB,verb,"to douse with water, to sprinkle water.",0.0,Neutral
sábnit,VB,verb,"to snatch, to grab with force.",0.0,Neutral
sabtanay,VB,verb,to answer,0.0,Neutral
sabúd,VB,verb,"to scatter, to sow.",0.0,Neutral
sábwag,VB,verb,"to scatter, to sow.",0.0,Neutral
sábya,VB,verb,"to splash with water, to douse with liquid or powder, to throw at something.",0.0,Neutral
sáb’it,VB,verb,"to hang to accidentally, to put on.",-0.34,Negative
sáb’ug,VB,verb,"to scatter, to sow.",0.0,Neutral
sadsad,VB,verb,to dance,0.0,Neutral
sádtu,DT,deictic,those (far from both the speaker and the listener).,0.0,Neutral
sádtu,RB,adverb,"before, in the past.",0.0,Neutral
sádya,NN,noun,"happiness, joy, cheer.",0.893,Positive
sádya,JJ,adjective,"happy, cheerful, joyful.",0.902,Positive
sag-ang,NN,noun,(anatomy) chin,0.0,Neutral
sagad,NN,noun,commonly; usually,0.0,Neutral
sagahay,JJ,adjective,overflowing,0.0,Neutral
sagáhay,VB,verb,"to overflow, to pour out abundantly.",0.0,Neutral
sagáng,VB,verb,"to prevent, to protect oneself, to defend.",0.402,Positive
sagawák,VB,verb,to burst out suddenly as water through a faucet.,0.0,Neutral
sagaynon,JJ,adjective,resident or inhabitant of sagay,0.0,Neutral
sagaynon,NN,noun,resident or inhabitant of sagay,0.0,Neutral
ságbut,NN,noun,"rubbish, grass.",0.0,Neutral
saging,NN,noun,banana,0.0,Neutral
ságing,NN,noun,banana.,0.0,Neutral
sagír’um,JJ,adjective,"dim, doleful.",0.0,Neutral
ságnuy,VB,verb,"to drag in the water while cruising, to dunk in water.",-0.226,Negative
sagúd,VB,verb,"to take care of animals, to raise animals.",0.494,Positive
sagup,VB,verb,"rescue, save",0.758,Positive
sagúp,VB,verb,"to save, to rescue.",0.758,Positive
sagupra,JJ,adjective,rough,0.0,Neutral
ságyud,VB,verb,"to trail behind as a train, to be too long so as to touch the floor or ground.",0.0,Neutral
ság’a,VB,verb,"to throw out water, to drain.",0.0,Neutral
ság’ang,NN,noun,chin.,0.0,Neutral
ság’ub,VB,verb,"to draw water from a well, to fetch water.",0.273,Positive
sag’úli’,NN,noun,"loose coins, change in coins.",-0.318,Negative
sag’úli’,VB,verb,"to be reconciled, to give loose change.",-0.318,Negative
sáha’,NN,noun,"bulb, seedling, young plant grown from the root of the mother plant.",0.0,Neutral
sahí’,JJ,adjective,"special, distinct, distinguished.",0.402,Positive
sahúg,VB,verb,"to disturb, to interrupt.",-0.625,Negative
sahú’,VB,verb,"to be accustomed to, to get along well.",0.273,Positive
sakáda,NN,noun,seasonal worker.,0.0,Neutral
sakadéro,NN,noun,sugarcane field laborer.,0.0,Neutral
sakáy,VB,verb,"to ride, to board.",0.0,Neutral
sakayanon,NN,noun,a seafarer; a sailor or mariner,0.0,Neutral
sáka’,VB,verb,"to enter, to go up, to ascend, to climb.",0.0,Neutral
sákdag,VB,verb,"to help, to sustain, to support, to aid.",0.66,Positive
sakít,NN,noun,"illness, pain, grief, sorrow.",-0.912,Negative
sakít,VB,verb,"to be painful, to be hurt, to feel bad about.",-0.869,Negative
sakít,JJ,adjective,"painful, sorrowful.",-0.727,Negative
sáklaw,VB,verb,to feel slighted.,0.0,Neutral
sáksak,VB,verb,"to chop, to stab repeatedly, to cut into pieces.",-0.71,Negative
sáksi,NN,noun,witness.,0.0,Neutral
sáksi,VB,verb,"to testify, to witness.",0.0,Neutral
sáku,NN,noun,"burlap bag, sack.",0.0,Neutral
sákup,NN,noun,"subjects, members.",0.0,Neutral
sákup,VB,verb,"to conquer, to be a member of, to enlist.",0.0,Neutral
sákut,VB,verb,"to mix, to blend, to put together.",0.0,Neutral
sáku’,NN,noun,"busyness, hurry.",0.0,Neutral
sáku’,JJ,adjective,"busy, hurried.",0.0,Neutral
sáku’,VB,verb,"to hurry, to keep occupied, to be busy.",0.0,Neutral
sal-on,VB,verb,catch,0.0,Neutral
sála,NN,noun,"livingroom, hall, lounge area.",0.0,Neutral
salakay,NN,noun,"attack; assail
synonyms: atake, sakyada, surong",-0.477,Negative
salákay,VB,verb,"to overthrow, to attack.",-0.477,Negative
salamángka,NN,noun,magic;  magician.,0.0,Neutral
salamat gid,DT,determiner,thank you very much!,0.42,Positive
salaming,NN,noun,present participle and gerund of salam,0.0,Neutral
salamíng,NN,noun,mirror.,0.0,Neutral
salampáti,NN,noun,dove.,0.0,Neutral
salamwanan,JJ,adjective,choosy,0.0,Neutral
sálap,NN,noun,fish net.,0.0,Neutral
salapi,NN,noun,money,0.0,Neutral
salápid,NN,noun,braid.,0.0,Neutral
salápid,VB,verb,"to plait, to braid, to twist.",0.0,Neutral
salapí’,NN,noun,fifty centavo piece.,0.0,Neutral
salápu’,VB,verb,"to detect, to catch red-handed, to find.",0.0,Neutral
salawáhan,JJ,adjective,"fickle, unfaithful.",0.0,Neutral
saláwsaw,NN,noun,"examination, test.",0.0,Neutral
salá’,NN,noun,"mistake, crime, sin, error.",-0.904,Negative
salá’,VB,verb,"to make a mistake, to commit an error.",-0.44,Negative
sála’,NN,noun,strainer.,-0.202,Negative
sála’,VB,verb,"to strain, to sift.",-0.052,Negative
salbabida,NN,noun,life preserver; life jacket,0.0,Neutral
salbáhe,JJ,adjective,"haughty, unfaithful, rogue.",0.0,Neutral
salída,NN,noun,"show, movie show.",0.0,Neutral
sálig,NN,noun,"trust, confidence.",0.765,Positive
sálig,VB,verb,"to trust, to confide in, to depend on.",0.511,Positive
saliká’,VB,verb,"to straddle, to sit astride.",0.0,Neutral
salimpapáw,JJ,adjective,"superficial, hypocrite.",0.0,Neutral
salimú’ang,JJ,adjective,delirious.,0.0,Neutral
salimú’ang,VB,verb,"to be delirious, to rave.",0.0,Neutral
salín,NN,noun,"remnant, left-over, scrap.",0.0,Neutral
salín,VB,verb,"to leave something behind, to keep, to store for some other time.",-0.052,Negative
salipádpad,VB,verb,"to fling, to throw away.",0.0,Neutral
sálmon,NN,noun,"sardines, salmon.",0.0,Neutral
sálmon,JJ,adjective,orange.,0.0,Neutral
sálsal,VB,verb,"to forge, to hammer.",0.0,Neutral
salsalon,NN,noun,iron,0.0,Neutral
salsálun,NN,noun,"iron, metal.",0.0,Neutral
salú,VB,verb,to catch.,0.0,Neutral
sálu,VB,verb,"to eat together, to partake of a meal together.",0.0,Neutral
